participant_id,age,age_20_or_above,gender,race_ethnicity,first_generation,family_income_bracket,pell_grant,loan_status,dependent_care,institution_control,institution_selectivity,tuition_fees_thousand,major_group,commute_minutes,hs_gpa,english_proficiency,remedial_coursework,enrollment_status,enrollment_units,credits_attempted,credits_earned,course_completion_rate,off_campus_work_hours,high_work_intensity,oncampus_work_hours,total_work_hours,job_related_to_major,schedule_variability,schedule_control,study_hours_per_week,sleep_hours,fin_strain_pay_tuition,fin_strain_living_costs,fin_strain_food_housing,fin_strain_need_work_income,engage_study_effort,engage_class_attendance,engage_class_participation,engage_faculty_contact,engage_peer_learning,support_advising_quality,support_faculty_care,support_belonging,support_resource_use,efficacy_manage_time,efficacy_complete_assignments,efficacy_ask_for_help,efficacy_recover_setbacks,work_conflict_missed_study,work_conflict_schedule_overlap,work_conflict_tired_in_class,work_conflict_missed_campus,work_value_applies_learning,work_value_career_skills,work_value_professional_network,work_value_motivation,wellbeing_stress,wellbeing_exhaustion,wellbeing_sleep_problems,wellbeing_overwhelmed,financial_strain_index,academic_engagement_index,institution_support_index,self_efficacy_index,work_academic_conflict_index,work_career_value_index,mental_strain_index,term_gpa,cumulative_gpa,persistence_score,enrolled_next_year,not_persisted
338,19,0,man,white,1,middle,0,0,0,private_nonprofit,highly_selective,8.4,business,21,2.79,4.92,1,full_time,13.0,13.0,8.3,0.637,34,1,0,34,1,3,5,2.2,5.6,3,5,3,4,1,4,1,3,1,5,3,3,3,2,3,2,4,4,5,4,4,2,3,3,2,3,4,3,2,3.75,2.0,3.5,2.75,4.25,2.5,3.0,2.36,2.81,2.95,0,1
339,42,1,man,hispanic_latino,0,low,1,0,0,private_nonprofit,moderately_selective,7.7,social_science,26,2.78,4.92,0,part_time,9.7,9.7,7.6,0.784,29,1,0,29,1,4,5,10.5,5.4,4,3,2,4,5,3,4,4,5,2,3,1,3,4,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,3.25,4.2,2.25,4.75,3.0,5.0,5.0,2.65,2.78,3.29,1,0
340,20,1,woman,asian,1,middle,1,1,0,private_for_profit,moderately_selective,10.1,stem,24,3.39,3.1,0,full_time,12.1,12.1,9.6,0.791,47,1,0,47,0,5,2,5.8,5.1,4,5,5,3,4,3,3,3,2,2,4,5,5,3,4,5,5,5,5,5,4,3,3,5,5,4,5,4,5,4.25,3.0,4.0,4.25,4.75,4.0,4.5,2.95,3.13,3.35,1,0
341,36,1,man,white,0,high,0,0,0,public,highly_selective,9.1,health,24,3.33,4.84,0,full_time,12.0,12.0,11.8,0.984,6,0,0,6,1,2,3,10.7,7.7,5,3,2,4,3,3,5,4,4,5,5,4,4,3,3,3,1,3,2,1,3,4,3,3,3,3,2,3,3,3.5,3.8,4.5,2.5,2.25,3.25,2.75,3.63,3.72,4.32,1,0
342,19,0,man,white,1,high,1,1,0,public,minimally_selective,5.7,other,24,2.9,3.55,1,full_time,13.2,13.2,11.3,0.859,11,0,0,11,0,3,2,12.0,7.1,4,3,2,3,4,4,3,4,3,4,2,5,4,5,5,5,5,3,3,3,3,3,1,2,1,3,4,3,2,3.0,3.6,3.75,5.0,3.0,1.75,3.0,2.99,2.66,3.63,1,0
343,22,1,woman,hispanic_latino,1,middle,0,1,0,private_for_profit,open_access,8.5,business,20,3.87,3.86,0,full_time,10.9,10.9,8.3,0.757,27,1,0,27,0,4,3,3.9,6.1,4,3,3,3,3,3,2,2,2,3,2,3,2,3,2,2,3,4,4,4,4,4,4,5,3,3,5,2,3,3.25,2.4,2.5,2.5,4.0,4.0,3.25,2.38,2.83,2.94,0,1
344,18,0,man,white,0,high,0,0,1,public,moderately_selective,7.6,health,18,3.29,3.38,0,full_time,12.9,12.9,12.0,0.931,18,0,0,18,0,4,3,15.0,7.1,3,5,4,2,5,3,3,3,3,5,5,4,3,5,4,4,5,4,4,2,3,1,2,1,2,5,3,4,3,3.5,3.4,4.25,4.5,3.25,1.5,3.75,3.34,3.46,3.88,1,0
345,18,0,man,black,0,high,1,1,1,public,moderately_selective,6.8,other,30,2.64,3.34,0,full_time,14.7,14.7,8.8,0.602,20,0,0,20,1,3,3,1.0,4.9,1,2,3,2,2,2,1,2,2,2,2,1,1,2,3,4,3,5,3,3,3,4,3,2,4,5,3,4,5,2.0,1.8,1.5,3.0,3.5,3.25,4.25,1.78,2.1,3.08,1,0
346,18,0,man,hispanic_latino,0,low,1,1,0,public,minimally_selective,5.0,stem,23,2.56,3.92,1,part_time,8.9,8.9,7.2,0.807,10,0,0,10,1,2,3,14.5,7.2,5,3,4,2,1,2,1,3,3,3,4,3,4,3,5,4,3,3,1,3,1,5,4,4,5,3,2,4,4,3.5,2.0,3.5,3.75,2.0,4.5,3.25,1.68,1.97,2.83,0,1
347,19,0,woman,hispanic_latino,1,low,1,0,0,public,highly_selective,6.2,arts_humanities,90,2.78,3.19,1,full_time,14.0,14.0,9.5,0.677,31,1,0,31,0,5,1,3.8,6.4,4,3,4,3,3,2,3,4,1,3,2,4,5,3,4,4,5,4,5,5,4,2,3,1,3,3,3,4,4,3.5,2.6,3.5,4.0,4.5,2.25,3.5,2.45,3.01,2.96,0,1
348,22,1,woman,asian,0,high,0,1,1,public,minimally_selective,6.5,health,47,2.42,3.23,0,full_time,12.1,12.1,7.5,0.618,30,1,13,43,0,5,4,1.0,6.2,3,3,2,4,2,2,1,1,2,4,4,2,2,1,3,5,3,4,4,3,3,4,3,3,4,2,3,3,3,3.0,1.6,3.0,3.0,3.5,3.5,2.75,1.69,1.92,2.54,1,0
349,22,1,woman,hispanic_latino,0,middle,0,1,0,private_nonprofit,moderately_selective,8.4,health,28,2.49,2.83,0,full_time,16.4,16.4,10.8,0.659,28,1,0,28,1,3,3,11.2,5.8,1,3,3,1,2,3,4,2,3,2,2,3,1,4,3,4,3,3,2,2,3,5,5,4,5,1,3,2,2,2.0,2.8,2.0,3.5,2.5,4.75,2.0,1.99,2.16,3.35,1,0
350,18,0,woman,white,0,high,1,0,1,public,open_access,3.7,health,41,2.84,3.74,0,full_time,11.7,11.7,7.8,0.668,44,1,6,50,1,5,5,6.5,6.1,3,2,1,1,3,2,2,4,3,3,3,4,1,3,2,3,3,2,5,4,5,3,4,5,4,3,2,1,2,1.75,2.8,2.75,2.75,4.0,4.0,2.0,2.2,2.08,3.15,1,0
351,23,1,man,white,0,high,0,1,0,private_for_profit,moderately_selective,9.8,health,23,2.14,2.77,1,full_time,16.9,16.9,14.1,0.833,16,0,0,16,0,2,4,7.6,7.1,3,3,2,3,3,5,5,4,4,2,3,2,3,2,5,3,3,3,3,3,1,2,4,3,2,2,5,3,3,2.75,4.2,2.5,3.25,2.5,2.75,3.25,2.09,2.13,3.68,1,0
352,23,1,man,hispanic_latino,1,low,1,1,0,public,minimally_selective,6.5,social_science,64,2.74,3.55,0,full_time,14.4,14.4,11.8,0.822,9,0,9,18,1,2,5,11.4,6.8,1,2,2,2,3,4,3,4,3,1,2,1,1,4,5,4,4,1,3,2,3,3,3,4,3,4,3,5,3,1.75,3.4,1.25,4.25,2.25,3.25,3.75,1.67,2.06,3.12,1,0
353,18,0,man,hispanic_latino,0,middle,0,0,0,public,minimally_selective,6.2,arts_humanities,20,2.62,4.25,0,full_time,15.8,15.8,13.3,0.843,15,0,9,24,1,2,4,6.2,7.1,4,5,2,2,2,3,3,3,4,2,3,4,3,4,3,2,4,2,1,2,3,4,5,4,5,1,3,2,2,3.25,3.0,3.0,3.25,2.0,4.5,2.0,2.14,2.41,3.54,1,0
354,18,0,woman,hispanic_latino,0,low,1,1,0,public,highly_selective,6.4,arts_humanities,32,3.1,4.57,1,full_time,12.5,12.5,12.0,0.962,17,0,0,17,1,3,5,14.4,7.7,2,2,2,4,3,4,3,5,5,5,5,5,3,1,4,3,3,3,2,3,1,5,5,5,4,1,1,2,2,2.5,4.0,4.5,2.75,2.25,4.75,1.5,3.84,3.26,4.31,1,0
355,24,1,woman,white,1,middle,1,1,1,public,moderately_selective,6.5,stem,46,2.2,3.49,1,full_time,12.1,12.1,8.4,0.696,25,1,0,25,1,2,2,5.2,6.8,3,2,4,3,2,3,3,1,3,2,3,3,1,3,4,4,3,4,3,3,4,2,1,2,2,2,3,3,3,3.0,2.4,2.25,3.5,3.5,1.75,2.75,1.82,1.96,2.91,1,0
356,18,0,man,black,0,low,0,0,0,public,open_access,3.6,arts_humanities,27,3.59,4.26,0,full_time,14.1,14.1,13.8,0.976,14,0,0,14,1,2,4,7.9,6.4,4,3,2,3,2,4,4,4,3,3,5,5,5,1,2,1,2,3,2,2,2,2,4,5,5,2,3,4,3,3.0,3.4,4.5,1.5,2.25,4.0,3.0,3.44,3.34,4.07,1,0
357,19,0,woman,white,0,high,0,1,0,public,moderately_selective,5.3,business,25,2.46,3.32,1,full_time,17.3,17.3,17.3,1.0,6,0,0,6,0,3,4,18.9,7.2,1,1,1,2,5,5,4,5,4,3,3,3,4,4,4,4,3,1,3,1,1,1,2,1,2,1,1,2,1,1.25,4.6,3.25,3.75,1.5,1.5,1.25,3.83,3.39,4.42,1,0
358,20,1,woman,black,1,low,1,1,0,public,moderately_selective,9.3,health,31,3.41,4.12,0,part_time,7.4,7.4,5.7,0.768,32,1,3,35,0,5,1,3.7,5.9,4,5,5,5,2,2,4,2,2,2,2,2,2,3,2,3,5,4,4,4,3,2,3,1,4,4,4,5,4,4.75,2.4,2.0,3.25,3.75,2.5,4.25,2.88,3.05,2.67,0,1
359,19,0,man,white,0,high,0,1,0,private_for_profit,minimally_selective,5.3,social_science,19,2.93,3.46,1,full_time,15.3,15.3,12.1,0.792,13,0,0,13,1,1,2,15.0,8.0,1,1,2,1,3,3,2,5,2,2,3,1,2,5,4,3,5,1,3,2,2,2,2,2,2,1,1,2,1,1.25,3.0,2.0,4.25,2.0,2.0,1.25,2.68,2.64,3.54,1,0
360,21,1,woman,multiracial_or_other,0,low,0,1,0,public,minimally_selective,6.2,stem,40,2.71,3.76,0,full_time,16.3,16.3,14.9,0.915,17,0,0,17,0,3,1,17.1,6.8,3,2,2,2,5,4,4,3,5,4,4,4,2,2,3,5,4,4,3,3,3,3,3,5,5,3,5,2,1,2.25,4.2,3.5,3.5,3.25,4.0,2.75,2.52,2.37,4.12,1,0
361,29,1,man,white,1,middle,0,0,0,public,open_access,5.7,other,59,2.8,2.96,1,full_time,11.7,11.7,10.6,0.906,15,0,10,25,1,2,4,6.6,8.6,2,1,4,2,2,3,4,3,2,4,4,3,3,2,3,2,2,3,2,3,1,5,4,4,5,3,3,1,1,2.25,2.8,3.5,2.25,2.25,4.5,2.0,2.89,2.95,3.84,1,0
362,18,0,man,asian,0,middle,0,0,0,public,moderately_selective,7.1,other,20,2.21,2.22,0,full_time,14.5,14.5,12.1,0.835,17,0,9,26,1,2,3,9.7,6.3,2,1,3,4,3,2,3,2,2,4,4,4,5,1,1,2,3,3,2,3,4,5,4,5,5,4,4,2,4,2.5,2.4,4.25,1.75,3.0,4.75,3.5,2.48,2.49,3.29,1,0
363,23,1,man,white,0,middle,1,1,0,public,minimally_selective,6.2,social_science,47,2.49,2.94,0,part_time,8.5,8.5,5.0,0.592,41,1,0,41,0,5,1,2.1,5.3,5,5,4,5,3,2,3,2,1,1,1,3,2,3,3,4,4,5,5,5,5,3,3,2,2,5,5,4,5,4.75,2.2,1.75,3.5,5.0,2.5,4.75,0.84,1.63,1.9,1,0
364,20,1,man,hispanic_latino,1,low,1,0,0,public,moderately_selective,6.7,other,52,3.15,4.5,1,full_time,13.8,13.8,11.6,0.84,11,0,6,17,0,3,4,6.3,6.8,3,5,5,3,2,4,3,3,2,3,2,3,2,2,3,5,4,4,3,3,2,4,3,2,3,3,1,1,4,4.0,2.8,2.5,3.5,3.0,3.0,2.25,2.89,3.01,3.36,1,0
365,18,0,woman,multiracial_or_other,0,low,1,0,0,public,moderately_selective,6.1,health,61,2.13,4.13,1,full_time,11.1,11.1,9.5,0.853,12,0,0,12,1,2,5,11.7,6.1,1,2,2,1,3,3,3,4,4,4,3,5,3,1,4,2,1,2,1,2,2,5,4,5,5,1,4,2,3,1.5,3.4,3.75,2.0,1.75,4.75,2.5,2.72,2.87,3.94,1,0
366,20,1,woman,hispanic_latino,1,low,1,0,1,public,moderately_selective,5.6,stem,24,3.36,2.61,0,full_time,11.5,11.5,9.7,0.846,38,1,0,38,0,4,2,4.4,5.7,4,3,3,3,3,4,3,5,4,4,5,3,5,3,3,2,3,3,4,4,3,4,4,4,5,3,4,4,2,3.25,3.8,4.25,2.75,3.5,4.25,3.25,3.18,3.08,3.75,1,0
367,22,1,woman,hispanic_latino,0,middle,0,0,1,public,moderately_selective,6.9,stem,22,3.3,4.72,0,full_time,16.0,16.0,16.0,1.0,15,0,0,15,1,1,3,10.8,7.7,2,2,2,3,4,5,3,4,3,4,5,5,4,2,3,2,3,2,2,2,1,5,5,5,4,1,2,1,1,2.25,3.8,4.5,2.5,1.75,4.75,1.25,3.82,4.0,4.29,1,0
368,19,0,man,asian,0,low,1,1,0,private_nonprofit,open_access,5.5,social_science,24,3.83,4.34,0,part_time,11.7,11.7,9.9,0.849,27,1,4,31,1,5,2,13.6,6.4,5,4,5,4,3,2,3,4,5,2,1,3,2,2,3,2,4,5,5,5,5,5,4,2,4,4,5,4,4,4.5,3.4,2.0,2.75,5.0,3.75,4.25,3.35,3.27,3.05,1,0
369,41,1,woman,white,0,middle,0,0,0,private_nonprofit,open_access,8.3,social_science,71,3.02,3.38,1,part_time,6.6,6.6,3.3,0.502,29,1,5,34,0,2,2,1.0,5.7,3,5,4,3,1,1,1,1,1,3,1,3,1,1,1,3,1,4,5,3,3,4,3,4,4,4,5,5,5,3.75,1.0,2.0,1.5,3.75,3.75,4.75,0.5,1.53,2.14,0,1
370,31,1,man,white,0,middle,0,1,0,private_nonprofit,highly_selective,5.8,stem,31,2.84,3.08,0,full_time,9.9,9.9,8.0,0.81,21,1,7,28,0,3,4,12.8,6.6,2,4,5,3,4,5,4,4,4,3,2,3,3,5,4,5,5,3,3,4,3,2,3,1,3,3,4,3,4,3.5,4.2,2.75,4.75,3.25,2.25,3.5,2.67,2.89,3.62,1,0
371,18,0,man,asian,0,high,0,0,0,public,minimally_selective,6.3,arts_humanities,41,2.02,3.69,0,full_time,16.5,16.5,14.1,0.855,9,0,0,9,1,2,3,12.1,7.8,4,2,3,4,4,4,5,4,2,4,4,4,4,5,2,3,4,2,1,3,2,4,5,4,3,4,3,3,4,3.25,3.8,4.0,3.5,2.0,4.0,3.5,2.47,2.22,3.6,1,0
372,38,1,woman,white,1,low,1,1,0,private_nonprofit,moderately_selective,6.9,health,44,2.43,3.54,0,full_time,12.4,12.4,10.1,0.816,11,0,0,11,0,1,5,13.4,5.9,4,3,5,3,5,3,4,3,4,3,5,3,4,3,2,3,1,1,1,1,2,3,2,2,3,3,2,3,2,3.75,3.8,3.75,2.25,1.25,2.5,2.5,2.49,2.44,3.25,0,1
373,18,0,nonbinary_or_other,asian,0,middle,1,0,1,public,minimally_selective,5.2,health,42,2.41,2.67,0,full_time,11.5,11.5,7.1,0.614,30,1,0,30,0,3,1,1.7,6.0,3,3,4,3,2,2,3,2,2,5,5,5,5,2,2,2,4,4,4,4,4,3,3,2,3,2,2,4,3,3.25,2.2,5.0,2.5,4.0,2.75,2.75,2.03,2.0,2.81,1,0
374,32,1,woman,asian,0,middle,1,1,1,private_nonprofit,open_access,6.7,health,19,2.39,3.34,0,full_time,14.2,14.2,11.3,0.797,20,0,0,20,0,1,1,8.7,5.6,4,3,3,3,3,2,3,1,3,1,1,1,3,2,2,3,4,2,2,2,4,5,5,3,3,5,4,4,4,3.25,2.4,1.5,2.75,2.5,4.0,4.25,2.49,2.45,3.1,1,0
375,20,1,woman,white,0,middle,0,1,0,public,moderately_selective,6.9,social_science,31,2.92,4.19,0,full_time,13.9,13.9,12.3,0.886,24,1,0,24,0,3,4,7.8,6.8,3,5,4,3,2,2,3,3,3,4,5,3,4,2,3,2,2,1,3,1,3,4,4,4,3,3,3,2,2,3.75,2.6,4.0,2.25,2.0,3.75,2.5,2.58,2.53,3.29,1,0
376,24,1,man,white,0,middle,0,1,0,public,minimally_selective,5.9,arts_humanities,41,3.02,3.22,0,full_time,16.4,16.4,15.4,0.937,9,0,0,9,1,1,4,17.6,6.7,5,4,4,4,4,5,4,2,3,2,2,4,4,4,4,5,3,2,1,1,3,2,3,3,1,4,5,3,3,4.25,3.6,3.0,4.0,1.75,2.25,3.75,2.9,2.86,3.31,1,0
377,19,0,woman,hispanic_latino,0,high,1,1,0,public,moderately_selective,6.5,social_science,18,2.64,2.99,0,full_time,14.3,14.3,12.5,0.876,11,0,3,14,1,1,4,6.5,6.5,3,2,1,3,3,3,3,3,4,1,3,3,1,2,2,1,2,1,1,1,1,3,5,3,3,3,3,3,1,2.25,3.2,2.0,1.75,1.0,3.5,2.5,2.04,2.35,3.48,1,0
378,18,0,man,black,1,low,1,1,0,public,open_access,8.1,stem,43,3.64,3.89,0,part_time,11.1,11.1,8.5,0.769,38,1,0,38,1,4,3,2.7,5.1,3,3,3,5,3,5,3,4,3,2,3,1,3,4,5,5,5,5,4,5,3,5,5,5,3,5,4,4,5,3.5,3.6,2.25,4.75,4.25,4.5,4.5,3.69,3.63,3.53,0,1
379,37,1,woman,white,1,low,1,0,1,private_nonprofit,highly_selective,8.8,health,50,2.8,4.52,0,full_time,12.6,12.6,9.4,0.743,24,1,0,24,0,1,5,9.7,6.2,5,5,5,4,2,3,4,2,4,2,2,2,2,4,4,3,5,3,3,2,2,3,4,4,3,3,5,3,5,4.75,3.0,2.0,4.0,2.5,3.5,4.0,1.96,2.16,2.78,0,1
380,19,0,man,multiracial_or_other,0,middle,1,1,0,private_for_profit,minimally_selective,5.9,arts_humanities,21,3.73,4.04,0,full_time,16.5,16.5,16.5,1.0,6,0,0,6,1,2,3,17.6,7.3,3,3,5,3,4,4,5,4,4,2,4,4,1,5,5,3,4,2,1,2,1,3,4,3,4,2,2,2,2,3.5,4.2,2.75,4.25,1.5,3.5,2.0,3.78,3.92,4.35,0,1
381,19,0,man,white,1,middle,1,0,0,private_nonprofit,highly_selective,8.9,arts_humanities,57,2.32,3.77,0,part_time,9.0,9.0,6.8,0.756,27,1,0,27,1,4,3,1.0,5.8,2,3,5,2,2,3,3,1,4,1,3,2,3,2,2,3,3,4,4,4,4,2,3,2,3,5,4,4,4,3.0,2.6,2.25,2.5,4.0,2.5,4.25,1.69,1.88,2.8,1,0
382,33,1,woman,hispanic_latino,0,high,0,0,0,private_nonprofit,minimally_selective,7.6,stem,47,2.8,3.77,1,part_time,12.4,12.4,8.9,0.717,31,1,0,31,1,5,1,6.3,7.0,2,1,3,2,3,1,4,3,3,1,2,2,3,2,2,4,2,4,4,4,5,5,5,5,3,4,5,5,3,2.0,2.8,2.0,2.5,4.25,4.5,4.25,2.08,2.17,3.08,1,0
383,20,1,woman,white,0,high,0,0,0,public,moderately_selective,8.0,stem,15,2.38,3.09,0,full_time,13.4,13.4,11.7,0.874,14,0,0,14,1,2,5,18.3,7.0,2,4,2,3,4,5,5,4,4,4,5,4,4,2,3,4,2,1,4,1,2,1,4,4,3,1,2,1,2,2.75,4.4,4.25,2.75,2.0,3.0,1.5,2.25,2.07,3.62,1,0
384,21,1,woman,white,0,low,0,0,0,public,minimally_selective,3.9,health,39,2.32,2.74,0,full_time,16.8,16.8,13.2,0.783,16,0,0,16,0,3,5,11.9,6.4,1,1,1,2,4,4,5,5,5,4,5,4,5,2,2,4,1,1,1,1,1,3,3,3,3,2,2,3,2,1.25,4.6,4.5,2.25,1.0,3.0,2.25,2.42,2.57,3.93,1,0
385,24,1,woman,white,1,low,1,1,0,public,highly_selective,6.7,stem,45,3.03,4.28,1,full_time,13.3,13.3,10.0,0.751,28,1,0,28,1,2,2,15.5,5.7,4,3,5,3,4,4,2,3,4,2,3,5,2,1,2,2,4,3,4,4,4,2,2,2,3,4,5,5,3,3.75,3.4,3.0,2.25,3.75,2.25,4.25,2.46,2.73,2.98,0,1
386,21,1,man,white,0,middle,0,0,0,public,minimally_selective,4.7,health,20,2.15,3.48,0,part_time,13.1,13.1,7.9,0.603,45,1,0,45,1,5,1,1.0,6.1,4,3,4,5,2,3,3,3,3,1,1,2,1,2,4,2,2,5,5,5,5,2,2,2,1,4,4,3,3,4.0,2.8,1.25,2.5,5.0,1.75,3.5,1.66,2.07,2.5,0,1
387,24,1,woman,multiracial_or_other,1,low,1,1,0,public,open_access,4.9,stem,42,2.3,2.26,1,part_time,11.0,11.0,6.5,0.593,36,1,9,45,1,4,3,1.5,5.5,5,5,4,4,2,2,1,2,1,4,4,4,4,1,1,1,1,4,5,3,5,3,3,2,4,4,3,4,3,4.5,1.6,4.0,1.0,4.25,3.0,3.5,1.29,1.73,2.23,0,1
388,18,0,man,white,1,middle,1,1,0,public,open_access,4.2,stem,25,2.93,4.85,0,full_time,9.9,9.9,9.9,1.0,17,0,0,17,0,1,5,19.5,7.7,4,2,3,2,5,5,5,5,5,5,5,5,4,5,4,5,5,1,1,1,2,2,3,2,4,2,2,1,1,2.75,5.0,4.75,4.75,1.25,2.75,1.5,3.33,3.53,4.15,0,1
389,18,0,woman,hispanic_latino,1,low,1,0,1,private_nonprofit,moderately_selective,7.6,health,26,2.6,3.55,0,part_time,13.1,13.1,9.7,0.741,31,1,0,31,1,4,3,1.3,6.6,5,5,5,4,3,4,2,3,1,3,5,4,5,5,5,4,3,2,3,1,4,2,2,2,3,3,3,5,3,4.75,2.6,4.25,4.25,2.5,2.25,3.5,3.11,3.52,3.25,1,0
390,21,1,man,asian,1,middle,0,1,1,public,moderately_selective,4.7,stem,29,2.84,3.11,0,full_time,13.4,13.4,11.5,0.86,23,1,0,23,1,3,3,7.5,6.1,2,3,3,3,4,3,5,4,4,3,5,3,3,3,3,5,4,4,3,3,3,2,1,2,2,1,2,2,2,2.75,4.0,3.5,3.75,3.25,1.75,1.75,3.29,3.13,3.79,1,0
391,26,1,woman,hispanic_latino,1,low,0,1,1,public,moderately_selective,6.5,business,34,3.79,4.82,0,full_time,11.5,11.5,10.7,0.927,18,0,4,22,1,3,4,16.4,8.1,2,3,3,3,4,5,5,4,5,4,3,5,4,4,2,4,5,3,3,5,3,5,5,3,4,2,2,4,1,2.75,4.6,4.0,3.75,3.5,4.25,2.25,4.0,4.0,4.07,1,0
392,18,0,man,multiracial_or_other,1,low,1,1,0,private_nonprofit,open_access,5.7,arts_humanities,54,3.33,4.52,1,full_time,14.4,14.4,10.6,0.734,27,1,0,27,0,2,3,4.2,7.2,4,5,5,5,3,4,4,3,5,2,3,5,3,1,1,2,1,4,3,5,5,2,3,2,2,5,4,4,2,4.75,3.8,3.25,1.25,4.25,2.25,3.75,3.11,2.81,3.19,1,0
393,18,0,man,white,1,middle,0,0,0,public,moderately_selective,7.6,other,31,2.18,4.45,0,full_time,12.8,12.8,12.8,1.0,16,0,0,16,0,3,4,13.8,8.2,2,3,3,3,5,5,5,4,5,5,5,5,5,4,5,4,4,3,2,2,3,2,2,1,1,1,2,2,3,2.75,4.8,5.0,4.25,2.5,1.5,2.0,2.98,2.8,4.02,0,1
394,20,1,woman,black,0,low,1,1,0,public,open_access,5.3,business,45,2.78,3.73,0,full_time,10.9,10.9,8.5,0.781,28,1,0,28,0,5,2,8.5,6.4,4,3,4,3,2,3,2,2,4,4,3,3,4,3,2,2,2,2,4,3,4,2,1,2,3,4,3,3,2,3.5,2.6,3.5,2.25,3.25,2.0,3.0,1.74,1.95,2.3,0,1
395,26,1,woman,black,1,middle,0,1,1,private_nonprofit,minimally_selective,8.1,stem,25,1.83,2.88,0,full_time,9.4,9.4,5.6,0.595,30,1,0,30,0,4,1,1.0,5.4,2,2,5,4,3,2,2,1,1,3,5,2,3,3,2,3,2,5,5,5,5,3,2,3,3,4,4,4,4,3.25,1.8,3.25,2.5,5.0,2.75,4.0,1.16,1.31,2.74,1,0
396,21,1,man,hispanic_latino,0,low,1,0,0,public,open_access,5.2,stem,64,1.82,3.47,0,full_time,9.7,9.7,5.8,0.594,31,1,0,31,0,3,2,1.0,5.9,4,5,4,5,1,2,1,1,1,3,3,2,4,1,1,2,1,4,4,3,4,2,3,3,4,4,5,3,3,4.5,1.2,3.0,1.25,3.75,3.0,3.75,1.01,0.91,1.75,0,1
397,21,1,man,asian,1,high,0,0,0,private_nonprofit,moderately_selective,6.6,stem,30,1.76,2.85,0,part_time,13.2,13.2,10.7,0.811,30,1,0,30,0,3,3,1.0,6.1,1,2,2,2,4,5,2,3,4,5,3,4,2,1,2,1,3,3,4,3,3,1,1,3,4,4,4,3,3,1.75,3.6,3.5,1.75,3.25,2.25,3.5,1.72,1.57,3.43,0,1
398,41,1,woman,asian,1,middle,1,0,0,public,open_access,3.5,social_science,16,2.18,2.27,0,full_time,16.1,16.1,13.2,0.819,17,0,5,22,0,2,4,8.1,7.5,2,3,2,2,3,3,3,3,2,3,4,5,4,2,2,1,1,2,3,2,2,4,4,3,2,2,1,2,1,2.25,2.8,4.0,1.5,2.25,3.25,1.5,1.82,1.93,2.8,1,0
399,21,1,man,asian,1,high,0,1,0,public,open_access,3.6,social_science,53,4.0,4.74,0,full_time,18.0,18.0,18.0,1.0,9,0,10,19,1,3,3,18.7,7.1,3,3,3,2,5,5,5,5,3,3,3,1,3,5,5,5,4,1,1,1,2,3,4,4,2,4,3,3,3,2.75,4.6,2.5,4.75,1.25,3.25,3.25,4.0,4.0,3.87,1,0
400,23,1,woman,white,0,middle,1,1,0,private_nonprofit,minimally_selective,6.0,stem,23,2.68,3.45,1,part_time,9.6,9.6,6.0,0.628,23,1,6,29,0,3,2,7.8,5.7,4,4,5,5,2,3,2,2,2,2,2,3,1,3,3,3,3,3,3,2,3,4,5,3,5,5,3,5,3,4.5,2.2,2.0,3.0,2.75,4.25,4.0,1.63,1.84,2.61,1,0
401,22,1,nonbinary_or_other,white,0,high,1,0,0,public,highly_selective,8.2,business,53,3.0,3.49,0,part_time,11.9,11.9,10.5,0.885,25,1,0,25,1,3,1,6.5,6.0,3,5,5,3,2,3,3,4,2,2,1,2,2,5,5,5,5,4,4,5,4,4,4,4,4,5,3,5,5,4.0,2.8,1.75,5.0,4.25,4.0,4.5,2.9,3.16,3.35,0,1
402,37,1,woman,white,0,middle,1,0,0,public,moderately_selective,6.7,stem,24,2.79,3.63,0,full_time,12.0,12.0,6.9,0.571,33,1,0,33,1,3,4,2.4,4.9,5,3,4,5,2,3,3,1,1,3,3,1,4,2,3,2,1,4,5,5,5,3,5,4,5,5,5,5,4,4.25,2.0,2.75,2.0,4.75,4.25,4.75,1.6,2.14,2.62,1,0
403,20,1,woman,white,0,low,0,0,1,public,highly_selective,5.2,arts_humanities,39,3.51,3.65,0,full_time,12.4,12.4,7.4,0.597,27,1,0,27,0,4,3,4.3,4.8,3,3,4,3,2,2,3,3,1,1,1,1,2,3,5,4,2,2,4,5,4,3,2,3,3,4,3,5,5,3.25,2.2,1.25,3.5,3.75,2.75,4.25,1.88,2.46,2.77,1,0
404,18,0,woman,white,0,middle,0,0,0,public,minimally_selective,6.7,health,25,1.63,2.6,1,full_time,12.1,12.1,8.2,0.679,10,0,0,10,1,3,4,9.2,6.8,4,5,5,3,3,3,2,1,3,5,5,4,5,1,2,3,3,2,5,2,2,3,3,5,4,3,3,4,2,4.25,2.4,4.75,2.25,2.75,3.75,3.0,1.79,1.7,3.48,1,0
405,18,0,woman,hispanic_latino,0,middle,1,0,0,public,highly_selective,5.4,health,44,2.57,3.42,0,full_time,16.1,16.1,13.3,0.825,11,0,0,11,0,4,2,14.0,6.6,3,1,1,1,3,2,2,5,3,1,2,3,2,4,3,2,4,4,3,2,2,2,3,4,4,2,3,2,2,1.5,3.0,2.0,3.25,2.75,3.25,2.25,2.56,2.77,3.69,0,1
